page,subject,pathway,tier,block,rule,severity,evidence
chemistry/chemical-changes/electrolysis-aqueous,chemistry,combined,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""In aqueous solutions, WATER provides H⁺ and OH⁻ ions that compete with the ions from the d"""
chemistry/chemical-changes/electrolysis-aqueous,chemistry,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""In aqueous solutions, WATER provides H⁺ and OH⁻ ions that compete with the ions from the d"""
chemistry/chemical-changes/electrolysis-aqueous,chemistry,combined,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
chemistry/chemical-changes/electrolysis-aqueous,chemistry,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
chemistry/chemical-changes/electrolysis-aqueous,chemistry,combined,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/chemical-changes/electrolysis-aqueous,chemistry,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/chemical-changes/electrolysis-aqueous,chemistry,combined,higher,fifa,4-menu,info,page has equations but no FIFA block — deliberate-choice check when unit is ported
chemistry/chemical-changes/electrolysis-aqueous,chemistry,triple,foundation,fifa,4-menu,info,page has equations but no FIFA block — deliberate-choice check when unit is ported
chemistry/chemical-changes/electrolysis-extraction,chemistry,combined,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/chemical-changes/electrolysis-extraction,chemistry,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/chemical-changes/electrolysis-extraction,chemistry,combined,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""In copper purification, the IMPURE copper is the ANODE (it dissolves)."""
chemistry/chemical-changes/electrolysis-extraction,chemistry,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""In copper purification, the IMPURE copper is the ANODE (it dissolves)."""
chemistry/chemical-changes/electrolysis-extraction,chemistry,combined,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
chemistry/chemical-changes/electrolysis-extraction,chemistry,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
chemistry/chemical-changes/electrolysis-extraction,chemistry,combined,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/chemical-changes/electrolysis-extraction,chemistry,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/chemical-changes/electrolysis-extraction,chemistry,combined,higher,fifa,4-menu,info,page has equations but no FIFA block — deliberate-choice check when unit is ported
chemistry/chemical-changes/electrolysis-extraction,chemistry,triple,foundation,fifa,4-menu,info,page has equations but no FIFA block — deliberate-choice check when unit is ported
chemistry/chemical-changes/electrolysis-molten,chemistry,combined,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/chemical-changes/electrolysis-molten,chemistry,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/chemical-changes/electrolysis-molten,chemistry,combined,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""In molten ionic compounds, the METAL is always produced at the CATHODE (the negative elect"""
chemistry/chemical-changes/electrolysis-molten,chemistry,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""In molten ionic compounds, the METAL is always produced at the CATHODE (the negative elect"""
chemistry/chemical-changes/electrolysis-molten,chemistry,combined,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
chemistry/chemical-changes/electrolysis-molten,chemistry,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
chemistry/chemical-changes/electrolysis-molten,chemistry,combined,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/chemical-changes/electrolysis-molten,chemistry,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/chemical-changes/electrolysis-molten,chemistry,combined,higher,fifa,4-menu,info,page has equations but no FIFA block — deliberate-choice check when unit is ported
chemistry/chemical-changes/electrolysis-molten,chemistry,triple,foundation,fifa,4-menu,info,page has equations but no FIFA block — deliberate-choice check when unit is ported
chemistry/chemical-changes/electrolysis-principles,chemistry,combined,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/chemical-changes/electrolysis-principles,chemistry,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/chemical-changes/electrolysis-principles,chemistry,combined,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""CATHODE is NEGATIVE — positive ions are attracted to it and gain electrons (reduced)."""
chemistry/chemical-changes/electrolysis-principles,chemistry,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""CATHODE is NEGATIVE — positive ions are attracted to it and gain electrons (reduced)."""
chemistry/chemical-changes/electrolysis-principles,chemistry,combined,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
chemistry/chemical-changes/electrolysis-principles,chemistry,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
chemistry/chemical-changes/electrolysis-principles,chemistry,combined,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/chemical-changes/electrolysis-principles,chemistry,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/chemical-changes/extraction-of-metals,chemistry,combined,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/chemical-changes/extraction-of-metals,chemistry,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/chemical-changes/extraction-of-metals,chemistry,combined,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Aluminium is above carbon in the reactivity series — carbon CANNOT reduce aluminium oxide."""
chemistry/chemical-changes/extraction-of-metals,chemistry,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Aluminium is above carbon in the reactivity series — carbon CANNOT reduce aluminium oxide."""
chemistry/chemical-changes/extraction-of-metals,chemistry,combined,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
chemistry/chemical-changes/extraction-of-metals,chemistry,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
chemistry/chemical-changes/extraction-of-metals,chemistry,combined,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/chemical-changes/extraction-of-metals,chemistry,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/chemical-changes/extraction-of-metals,chemistry,combined,higher,fifa,4-menu,info,page has equations but no FIFA block — deliberate-choice check when unit is ported
chemistry/chemical-changes/extraction-of-metals,chemistry,triple,foundation,fifa,4-menu,info,page has equations but no FIFA block — deliberate-choice check when unit is ported
chemistry/chemical-changes/oxidation-reduction,chemistry,combined,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/chemical-changes/oxidation-reduction,chemistry,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/chemical-changes/oxidation-reduction,chemistry,combined,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""In a redox reaction, the REDUCING AGENT is OXIDISED (it gives away electrons/oxygen)."""
chemistry/chemical-changes/oxidation-reduction,chemistry,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""In a redox reaction, the REDUCING AGENT is OXIDISED (it gives away electrons/oxygen)."""
chemistry/chemical-changes/oxidation-reduction,chemistry,combined,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
chemistry/chemical-changes/oxidation-reduction,chemistry,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
chemistry/chemical-changes/oxidation-reduction,chemistry,combined,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/chemical-changes/oxidation-reduction,chemistry,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/chemical-changes/oxidation-reduction,chemistry,combined,higher,fifa,4-menu,info,page has equations but no FIFA block — deliberate-choice check when unit is ported
chemistry/chemical-changes/oxidation-reduction,chemistry,triple,foundation,fifa,4-menu,info,page has equations but no FIFA block — deliberate-choice check when unit is ported
chemistry/chemical-changes/reactions-of-acids,chemistry,combined,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/chemical-changes/reactions-of-acids,chemistry,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/chemical-changes/reactions-of-acids,chemistry,combined,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Acid + metal carbonate produces THREE products: salt + water + carbon DIOXIDE."""
chemistry/chemical-changes/reactions-of-acids,chemistry,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Acid + metal carbonate produces THREE products: salt + water + carbon DIOXIDE."""
chemistry/chemical-changes/reactions-of-acids,chemistry,combined,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
chemistry/chemical-changes/reactions-of-acids,chemistry,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
chemistry/chemical-changes/reactions-of-acids,chemistry,combined,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/chemical-changes/reactions-of-acids,chemistry,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/chemical-changes/reactions-of-acids,chemistry,combined,higher,fifa,4-menu,info,page has equations but no FIFA block — deliberate-choice check when unit is ported
chemistry/chemical-changes/reactions-of-acids,chemistry,triple,foundation,fifa,4-menu,info,page has equations but no FIFA block — deliberate-choice check when unit is ported
chemistry/chemical-changes/reactivity-series,chemistry,combined,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/chemical-changes/reactivity-series,chemistry,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/chemical-changes/reactivity-series,chemistry,combined,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""A metal can only displace another metal that is BELOW it in the reactivity series."""
chemistry/chemical-changes/reactivity-series,chemistry,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""A metal can only displace another metal that is BELOW it in the reactivity series."""
chemistry/chemical-changes/reactivity-series,chemistry,combined,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
chemistry/chemical-changes/reactivity-series,chemistry,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
chemistry/chemical-changes/reactivity-series,chemistry,combined,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/chemical-changes/reactivity-series,chemistry,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/chemical-changes/reactivity-series,chemistry,combined,higher,fifa,4-menu,info,page has equations but no FIFA block — deliberate-choice check when unit is ported
chemistry/chemical-changes/reactivity-series,chemistry,triple,foundation,fifa,4-menu,info,page has equations but no FIFA block — deliberate-choice check when unit is ported
chemistry/chemical-changes/salts-neutralisation,chemistry,combined,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/chemical-changes/salts-neutralisation,chemistry,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/chemical-changes/salts-neutralisation,chemistry,combined,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""When making a salt by adding excess solid to acid — you MUST use EXCESS solid to ensure AL"""
chemistry/chemical-changes/salts-neutralisation,chemistry,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""When making a salt by adding excess solid to acid — you MUST use EXCESS solid to ensure AL"""
chemistry/chemical-changes/salts-neutralisation,chemistry,combined,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
chemistry/chemical-changes/salts-neutralisation,chemistry,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
chemistry/chemical-changes/salts-neutralisation,chemistry,combined,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/chemical-changes/salts-neutralisation,chemistry,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/chemical-changes/salts-neutralisation,chemistry,combined,higher,fifa,4-menu,info,page has equations but no FIFA block — deliberate-choice check when unit is ported
chemistry/chemical-changes/salts-neutralisation,chemistry,triple,foundation,fifa,4-menu,info,page has equations but no FIFA block — deliberate-choice check when unit is ported
chemistry/energy-changes/reaction-profiles,chemistry,combined,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/energy-changes/reaction-profiles,chemistry,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/energy-changes/reaction-profiles,chemistry,combined,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""The activation energy is measured from the REACTANT level to the PEAK — NOT from the react"""
chemistry/energy-changes/reaction-profiles,chemistry,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""The activation energy is measured from the REACTANT level to the PEAK — NOT from the react"""
chemistry/energy-changes/reaction-profiles,chemistry,combined,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
chemistry/energy-changes/reaction-profiles,chemistry,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
chemistry/energy-changes/reaction-profiles,chemistry,combined,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/energy-changes/reaction-profiles,chemistry,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/energy-changes/reaction-profiles,chemistry,combined,higher,fifa,4-menu,info,page has equations but no FIFA block — deliberate-choice check when unit is ported
chemistry/energy-changes/reaction-profiles,chemistry,triple,foundation,fifa,4-menu,info,page has equations but no FIFA block — deliberate-choice check when unit is ported
chemistry/organic/cracking-alkenes,chemistry,combined,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/organic/cracking-alkenes,chemistry,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/organic/cracking-alkenes,chemistry,combined,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Cracking always produces at least one ALKENE — alkenes are ALWAYS one of the products."""
chemistry/organic/cracking-alkenes,chemistry,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Cracking always produces at least one ALKENE — alkenes are ALWAYS one of the products."""
chemistry/organic/cracking-alkenes,chemistry,combined,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
chemistry/organic/cracking-alkenes,chemistry,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
chemistry/organic/cracking-alkenes,chemistry,combined,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/organic/cracking-alkenes,chemistry,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/organic/cracking-alkenes,chemistry,combined,higher,fifa,4-menu,info,page has equations but no FIFA block — deliberate-choice check when unit is ported
chemistry/organic/cracking-alkenes,chemistry,triple,foundation,fifa,4-menu,info,page has equations but no FIFA block — deliberate-choice check when unit is ported
chemistry/organic/crude-oil-hydrocarbons,chemistry,combined,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/organic/crude-oil-hydrocarbons,chemistry,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/organic/crude-oil-hydrocarbons,chemistry,combined,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Alkanes are SATURATED — they have only SINGLE bonds and do NOT decolourise bromine water."""
chemistry/organic/crude-oil-hydrocarbons,chemistry,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Alkanes are SATURATED — they have only SINGLE bonds and do NOT decolourise bromine water."""
chemistry/organic/crude-oil-hydrocarbons,chemistry,combined,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
chemistry/organic/crude-oil-hydrocarbons,chemistry,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
chemistry/organic/crude-oil-hydrocarbons,chemistry,combined,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/organic/crude-oil-hydrocarbons,chemistry,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/organic/crude-oil-hydrocarbons,chemistry,combined,higher,fifa,4-menu,info,page has equations but no FIFA block — deliberate-choice check when unit is ported
chemistry/organic/crude-oil-hydrocarbons,chemistry,triple,foundation,fifa,4-menu,info,page has equations but no FIFA block — deliberate-choice check when unit is ported
chemistry/organic/fractional-distillation,chemistry,combined,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/organic/fractional-distillation,chemistry,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/organic/fractional-distillation,chemistry,combined,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Fractions with SHORTER chains have LOWER boiling points and collect at the TOP of the frac"""
chemistry/organic/fractional-distillation,chemistry,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Fractions with SHORTER chains have LOWER boiling points and collect at the TOP of the frac"""
chemistry/organic/fractional-distillation,chemistry,combined,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
chemistry/organic/fractional-distillation,chemistry,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
chemistry/organic/fractional-distillation,chemistry,combined,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/organic/fractional-distillation,chemistry,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/organic/properties-of-hydrocarbons,chemistry,combined,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/organic/properties-of-hydrocarbons,chemistry,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/organic/properties-of-hydrocarbons,chemistry,combined,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Shorter chain hydrocarbons have LOWER boiling points and are MORE flammable/volatile."""
chemistry/organic/properties-of-hydrocarbons,chemistry,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Shorter chain hydrocarbons have LOWER boiling points and are MORE flammable/volatile."""
chemistry/organic/properties-of-hydrocarbons,chemistry,combined,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
chemistry/organic/properties-of-hydrocarbons,chemistry,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
chemistry/organic/properties-of-hydrocarbons,chemistry,combined,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/organic/properties-of-hydrocarbons,chemistry,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/organic/properties-of-hydrocarbons,chemistry,combined,higher,fifa,4-menu,info,page has equations but no FIFA block — deliberate-choice check when unit is ported
chemistry/organic/properties-of-hydrocarbons,chemistry,triple,foundation,fifa,4-menu,info,page has equations but no FIFA block — deliberate-choice check when unit is ported
chemistry/rates-equilibrium/catalysts,chemistry,combined,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/rates-equilibrium/catalysts,chemistry,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/rates-equilibrium/catalysts,chemistry,combined,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""A catalyst is NOT used up — it is the same at the END of the reaction as at the START."""
chemistry/rates-equilibrium/catalysts,chemistry,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""A catalyst is NOT used up — it is the same at the END of the reaction as at the START."""
chemistry/rates-equilibrium/catalysts,chemistry,combined,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
chemistry/rates-equilibrium/catalysts,chemistry,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
chemistry/rates-equilibrium/catalysts,chemistry,combined,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/rates-equilibrium/catalysts,chemistry,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/rates-equilibrium/factors-affecting-rate,chemistry,combined,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/rates-equilibrium/factors-affecting-rate,chemistry,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/rates-equilibrium/factors-affecting-rate,chemistry,combined,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""All four factors (temperature, concentration, surface area, pressure for gases) increase r"""
chemistry/rates-equilibrium/factors-affecting-rate,chemistry,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""All four factors (temperature, concentration, surface area, pressure for gases) increase r"""
chemistry/rates-equilibrium/factors-affecting-rate,chemistry,combined,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
chemistry/rates-equilibrium/factors-affecting-rate,chemistry,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
chemistry/rates-equilibrium/factors-affecting-rate,chemistry,combined,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/rates-equilibrium/factors-affecting-rate,chemistry,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/rates-equilibrium/reversible-reactions-equilibrium,chemistry,combined,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/rates-equilibrium/reversible-reactions-equilibrium,chemistry,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/rates-equilibrium/reversible-reactions-equilibrium,chemistry,combined,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""At equilibrium, the reaction has NOT stopped — it is DYNAMIC."""
chemistry/rates-equilibrium/reversible-reactions-equilibrium,chemistry,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""At equilibrium, the reaction has NOT stopped — it is DYNAMIC."""
chemistry/rates-equilibrium/reversible-reactions-equilibrium,chemistry,combined,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
chemistry/rates-equilibrium/reversible-reactions-equilibrium,chemistry,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
chemistry/rates-equilibrium/reversible-reactions-equilibrium,chemistry,combined,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/rates-equilibrium/reversible-reactions-equilibrium,chemistry,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/rates-equilibrium/reversible-reactions-equilibrium,chemistry,combined,higher,fifa,4-menu,info,page has equations but no FIFA block — deliberate-choice check when unit is ported
chemistry/rates-equilibrium/reversible-reactions-equilibrium,chemistry,triple,foundation,fifa,4-menu,info,page has equations but no FIFA block — deliberate-choice check when unit is ported
chemistry/resources/earths-resources,chemistry,combined,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/resources/earths-resources,chemistry,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/resources/earths-resources,chemistry,combined,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Sustainable development does NOT mean stopping all industrial activity — it means developi"""
chemistry/resources/earths-resources,chemistry,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Sustainable development does NOT mean stopping all industrial activity — it means developi"""
chemistry/resources/earths-resources,chemistry,combined,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
chemistry/resources/earths-resources,chemistry,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
chemistry/resources/earths-resources,chemistry,combined,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/resources/earths-resources,chemistry,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/resources/life-cycle-assessment,chemistry,combined,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/resources/life-cycle-assessment,chemistry,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/resources/life-cycle-assessment,chemistry,combined,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""LCAs can be SUBJECTIVE — they depend on which factors are included and how they are weight"""
chemistry/resources/life-cycle-assessment,chemistry,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""LCAs can be SUBJECTIVE — they depend on which factors are included and how they are weight"""
chemistry/resources/life-cycle-assessment,chemistry,combined,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
chemistry/resources/life-cycle-assessment,chemistry,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
chemistry/resources/life-cycle-assessment,chemistry,combined,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/resources/life-cycle-assessment,chemistry,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/resources/potable-water,chemistry,combined,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/resources/potable-water,chemistry,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/resources/potable-water,chemistry,combined,higher,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Potable water is NOT the same as PURE water."""
chemistry/resources/potable-water,chemistry,triple,foundation,common_mistake,3-mistake-first,major,"first sentence states info, not a student mistake (AI review): ""Potable water is NOT the same as PURE water."""
chemistry/resources/potable-water,chemistry,combined,higher,quiz,5-tier-integrity,major,"Test Yourself identical to Foundation variant — same page, harder badge"
chemistry/resources/potable-water,chemistry,triple,foundation,quiz,1-triple-depth,major,Test Yourself identical to Combined foundation — no Triple-only depth questions (rule 1 asks for ≥2)
chemistry/resources/potable-water,chemistry,combined,higher,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/resources/potable-water,chemistry,triple,foundation,quiz,1-register,minor,0/2 stems use an AQA command word (AI review)
chemistry/resources/reducing-use-of-resources,chemistry,combined,higher,quiz,1-count,critical,2 questions — below absolute floor of 5
chemistry/resources/reducing-use-of-resources,chemistry,triple,foundation,quiz,1-count,critical,2 questions — below absolute floor of 5
